LinkID,Location,MaximumSpeed,MinimumSpeed,RoadCategory,RoadName,SpeedBand,Extract Time
103000830,1.3009866921398463 103.81411709648594 1.3013910245397402 103.8141127804082,29,20,E,RIDLEY PARK,3,"10/15/2022, 06:55:38"
103000831,1.3013910245397402 103.8141127804082 1.3009866921398463 103.81411709648594,29,20,E,RIDLEY PARK,3,"10/15/2022, 06:55:38"
103000834,1.3022870043432744 103.8856082959333 1.3031834748663926 103.88554985502151,49,40,E,GOODMAN ROAD,5,"10/15/2022, 06:55:38"
103000835,1.3031834748663926 103.88554985502151 1.3022870043432744 103.8856082959333,49,40,E,GOODMAN ROAD,5,"10/15/2022, 06:55:38"
103000838,1.3022836478769049 103.82877814631033 1.3025271098303324 103.82774617488765,49,40,E,JALAN TUPAI,5,"10/15/2022, 06:55:38"
103000839,1.3025271098303324 103.82774617488765 1.3022836478769049 103.82877814631033,999,70,E,JALAN TUPAI,8,"10/15/2022, 06:55:38"
103000842,1.303367431108309 103.83695623568973 1.3022825552999076 103.83682781397152,39,30,C,BIDEFORD ROAD,4,"10/15/2022, 06:55:38"
103000843,1.3022825552999076 103.83682781397152 1.303367431108309 103.83695623568973,39,30,C,BIDEFORD ROAD,4,"10/15/2022, 06:55:38"
103000844,1.2960654096709168 103.82596149276202 1.2950687499722084 103.82457458512825,39,30,E,CABLE ROAD,4,"10/15/2022, 06:55:38"
103000850,1.2950687499722084 103.82457458512825 1.296280223288126 103.82330040109034,39,30,E,CABLE ROAD,4,"10/15/2022, 06:55:38"
103000851,1.296280223288126 103.82330040109034 1.2950687499722084 103.82457458512825,39,30,E,CABLE ROAD,4,"10/15/2022, 06:55:38"
103000854,1.2959196449682264 103.8354990479806 1.2950148913365573 103.83540405321959,59,50,E,JALAN KUALA,6,"10/15/2022, 06:55:38"
103000855,1.2950148913365573 103.83540405321959 1.2959196449682264 103.8354990479806,59,50,E,JALAN KUALA,6,"10/15/2022, 06:55:38"
103000858,1.2885670134046823 103.84714396212335 1.2876813975832344 103.8484550719313,39,30,D,CARPENTER STREET,4,"10/15/2022, 06:55:38"
103000859,1.2876813975832344 103.8484550719313 1.2885670134046823 103.84714396212335,29,20,D,CARPENTER STREET,3,"10/15/2022, 06:55:38"
103000862,1.3115598539922761 103.84356326107677 1.3109616270123052 103.8432595670941,999,70,E,HOOPER ROAD,8,"10/15/2022, 06:55:38"
103000863,1.3109616270123052 103.8432595670941 1.3115598539922761 103.84356326107677,999,70,E,HOOPER ROAD,8,"10/15/2022, 06:55:38"
103000864,1.3120101853447135 103.86178507739291 1.3109572673338927 103.86038505459275,39,30,E,HAMILTON ROAD,4,"10/15/2022, 06:55:38"
103000870,1.3109572673338927 103.86038505459275 1.3113764532698613 103.86002491168635,999,70,E,HORNE ROAD,8,"10/15/2022, 06:55:38"
103000871,1.3113764532698613 103.86002491168635 1.3109572673338927 103.86038505459275,29,20,E,HORNE ROAD,3,"10/15/2022, 06:55:38"
103000874,1.338115027636161 103.93370315844263 1.3383570201169084 103.93428755405625,39,30,C,BEDOK RESERVOIR ROAD,4,"10/15/2022, 06:55:38"
103000875,1.3383570201169084 103.93428755405625 1.338115027636161 103.93370315844263,39,30,C,BEDOK RESERVOIR ROAD,4,"10/15/2022, 06:55:38"
103000878,1.3041457908670204 103.82980042827975 1.3031629356028471 103.82935354671685,69,60,E,ANGULLIA PARK,7,"10/15/2022, 06:55:38"
103000879,1.3031629356028471 103.82935354671685 1.3041457908670204 103.82980042827975,69,60,E,ANGULLIA PARK,7,"10/15/2022, 06:55:38"
103000882,1.3031629356028471 103.82935354671685 1.3022836478769049 103.82877814631033,49,40,E,ANGULLIA PARK,5,"10/15/2022, 06:55:38"
103000883,1.3022836478769049 103.82877814631033 1.3031629356028471 103.82935354671685,49,40,E,ANGULLIA PARK,5,"10/15/2022, 06:55:38"
103000886,1.3325819300928987 103.91292220139155 1.3331715249190608 103.91363120796856,39,30,C,BEDOK RESERVOIR ROAD,4,"10/15/2022, 06:55:38"
103000887,1.3331715249190608 103.91363120796856 1.3325819300928987 103.91292220139155,39,30,C,BEDOK RESERVOIR ROAD,4,"10/15/2022, 06:55:38"
103000890,1.3331715249190608 103.91363120796856 1.3340305501607592 103.91398715396191,29,20,C,BEDOK RESERVOIR ROAD,3,"10/15/2022, 06:55:38"
103000891,1.3340305501607592 103.91398715396191 1.3331715249190608 103.91363120796856,39,30,C,BEDOK RESERVOIR ROAD,4,"10/15/2022, 06:55:38"
103000894,1.3316242065559465 103.91016444097393 1.3319487918753772 103.91158861675343,49,40,C,BEDOK RESERVOIR ROAD,5,"10/15/2022, 06:55:38"
103000895,1.3319487918753772 103.91158861675343 1.3316242065559465 103.91016444097393,29,20,C,BEDOK RESERVOIR ROAD,3,"10/15/2022, 06:55:38"
103000898,1.3442572577298928 103.93831348602518 1.3443948102538565 103.9383384628674,39,30,C,BEDOK RESERVOIR ROAD,4,"10/15/2022, 06:55:38"
103000899,1.3443948102538565 103.9383384628674 1.3442572577298928 103.93831348602518,49,40,C,BEDOK RESERVOIR ROAD,5,"10/15/2022, 06:55:38"
103000902,1.3378762966441458 103.91604470688691 1.3380931134273595 103.91723161005793,49,40,C,BEDOK RESERVOIR ROAD,5,"10/15/2022, 06:55:38"
103000903,1.3380931134273595 103.91723161005793 1.3378762966441458 103.91604470688691,39,30,C,BEDOK RESERVOIR ROAD,4,"10/15/2022, 06:55:38"
103000906,1.3380931134273595 103.91723161005793 1.3381325711963585 103.91748274929562,69,60,C,BEDOK RESERVOIR ROAD,7,"10/15/2022, 06:55:38"
103000907,1.3381325711963585 103.91748274929562 1.3380931134273595 103.91723161005793,39,30,C,BEDOK RESERVOIR ROAD,4,"10/15/2022, 06:55:38"
103000910,1.3313291785543604 103.90713830378151 1.3316420691276942 103.90777636841813,29,20,C,BEDOK RESERVOIR ROAD,3,"10/15/2022, 06:55:38"
103000911,1.3316420691276942 103.90777636841813 1.3313291785543604 103.90713830378151,39,30,C,BEDOK RESERVOIR ROAD,4,"10/15/2022, 06:55:38"
103000914,1.3316420691276942 103.90777636841813 1.3316948986769936 103.90935878927051,39,30,C,BEDOK RESERVOIR ROAD,4,"10/15/2022, 06:55:38"
103000915,1.3316948986769936 103.90935878927051 1.3316420691276942 103.90777636841813,39,30,C,BEDOK RESERVOIR ROAD,4,"10/15/2022, 06:55:38"
103000918,1.3439953924596793 103.93826570742942 1.3442572577298928 103.93831348602518,39,30,C,BEDOK RESERVOIR ROAD,4,"10/15/2022, 06:55:38"
103000919,1.3442572577298928 103.93831348602518 1.3439953924596793 103.93826570742942,49,40,C,BEDOK RESERVOIR ROAD,5,"10/15/2022, 06:55:38"
103000922,1.3368459227822735 103.91349383891486 1.3375156304908398 103.91487885234604,39,30,C,BEDOK RESERVOIR ROAD,4,"10/15/2022, 06:55:38"
103000923,1.3375156304908398 103.91487885234604 1.3368459227822735 103.91349383891486,39,30,C,BEDOK RESERVOIR ROAD,4,"10/15/2022, 06:55:38"
103000926,1.3375156304908398 103.91487885234604 1.3378762966441458 103.91604470688691,39,30,C,BEDOK RESERVOIR ROAD,4,"10/15/2022, 06:55:38"
103000927,1.3378762966441458 103.91604470688691 1.3375156304908398 103.91487885234604,39,30,C,BEDOK RESERVOIR ROAD,4,"10/15/2022, 06:55:38"
103000930,1.3108981274496783 103.87714337370616 1.3110113702489334 103.87775037224722,19,10,E,TALMA ROAD,2,"10/15/2022, 06:55:38"
103000931,1.3110113702489334 103.87775037224722 1.3108981274496783 103.87714337370616,19,10,E,TALMA ROAD,2,"10/15/2022, 06:55:38"
103000936,1.3141261346143287 103.82596500741973 1.3147932311346617 103.82629209573213,39,30,F,ORANGE GROVE ROAD,4,"10/15/2022, 06:55:38"
103000942,1.3148829614655 103.85573716606248 1.3141337207319783 103.85491622616078,39,30,D,TESSENSOHN ROAD,4,"10/15/2022, 06:55:38"
103000943,1.3141337207319783 103.85491622616078 1.3148829614655 103.85573716606248,49,40,D,TESSENSOHN ROAD,5,"10/15/2022, 06:55:38"
103000950,1.3068028767465807 103.85699202345181 1.306434127199633 103.85739940333855,29,20,E,KELANTAN LANE,3,"10/15/2022, 06:55:38"
103000951,1.306434127199633 103.85739940333855 1.3068028767465807 103.85699202345181,39,30,E,KELANTAN LANE,4,"10/15/2022, 06:55:38"
103000952,1.3064163082912195 103.85365896674597 1.3069081713629047 103.85399994248284,999,70,E,KAMPONG KAPOR ROAD,8,"10/15/2022, 06:55:38"
103000956,1.3064163082912195 103.85365896674597 1.306893179904927 103.85364561816444,59,50,D,UPPER WELD ROAD,6,"10/15/2022, 06:55:38"
103000960,1.306396727200617 103.85594795272537 1.3070728937390994 103.85490426894879,29,20,E,VEERASAMY ROAD,3,"10/15/2022, 06:55:38"
103000966,1.306712724555774 103.84974167110374 1.3065860327220915 103.84964712513366,49,40,D,RACE COURSE ROAD,5,"10/15/2022, 06:55:38"
103000967,1.3065860327220915 103.84964712513366 1.306712724555774 103.84974167110374,39,30,D,RACE COURSE ROAD,4,"10/15/2022, 06:55:38"
103000970,1.3135785082460492 103.84261502964878 1.3147915862600077 103.84277519172518,29,20,E,LINCOLN ROAD,3,"10/15/2022, 06:55:38"
103000971,1.3147915862600077 103.84277519172518 1.3135785082460492 103.84261502964878,19,10,E,LINCOLN ROAD,2,"10/15/2022, 06:55:38"
103000974,1.3147915862600077 103.84277519172518 1.315854648211366 103.84294233512517,19,10,E,LINCOLN ROAD,2,"10/15/2022, 06:55:38"
103000975,1.315854648211366 103.84294233512517 1.3147915862600077 103.84277519172518,19,10,E,LINCOLN ROAD,2,"10/15/2022, 06:55:38"
103000978,1.3024905994868776 103.86174068091944 1.3029220018190328 103.86232921536688,29,20,E,MINTO ROAD,3,"10/15/2022, 06:55:38"
103000979,1.3029220018190328 103.86232921536688 1.3024905994868776 103.86174068091944,29,20,E,MINTO ROAD,3,"10/15/2022, 06:55:38"
103000980,1.302472770809991 103.83647688713734 1.303367431108309 103.83695623568973,29,20,C,BIDEFORD ROAD,3,"10/15/2022, 06:55:38"
103000986,1.3030837729876676 103.85917081005064 1.3024623974822258 103.85961424505442,29,20,E,KANDAHAR STREET,3,"10/15/2022, 06:55:38"
103000987,1.3024623974822258 103.85961424505442 1.3030837729876676 103.85917081005064,29,20,E,KANDAHAR STREET,3,"10/15/2022, 06:55:38"
103000988,1.3024590972915757 103.84059908315483 1.3028799250818761 103.84069188619374,39,30,E,CUPPAGE ROAD,4,"10/15/2022, 06:55:38"
103000994,1.3024590972915757 103.84059908315483 1.3026246610998955 103.83996913104441,999,70,E,CUPPAGE ROAD,8,"10/15/2022, 06:55:38"
103000995,1.3026246610998955 103.83996913104441 1.3024590972915757 103.84059908315483,999,70,E,CUPPAGE ROAD,8,"10/15/2022, 06:55:38"
103000998,1.3024467879891048 103.88812157587378 1.3033228152989749 103.8882730626597,29,20,E,ARTHUR ROAD,3,"10/15/2022, 06:55:38"
103000999,1.3033228152989749 103.8882730626597 1.3024467879891048 103.88812157587378,49,40,E,ARTHUR ROAD,5,"10/15/2022, 06:55:38"
103001002,1.34033817545588 103.93636757240168 1.3414544578880896 103.93700564947514,49,40,C,BEDOK RESERVOIR ROAD,5,"10/15/2022, 06:55:38"
103001003,1.3414544578880896 103.93700564947514 1.34033817545588 103.93636757240168,49,40,C,BEDOK RESERVOIR ROAD,5,"10/15/2022, 06:55:38"
103001006,1.3414544578880896 103.93700564947514 1.3425987954630587 103.93759652704715,49,40,C,BEDOK RESERVOIR ROAD,5,"10/15/2022, 06:55:38"
103001007,1.3425987954630587 103.93759652704715 1.3414544578880896 103.93700564947514,49,40,C,BEDOK RESERVOIR ROAD,5,"10/15/2022, 06:55:38"
103001010,1.3379520601149266 103.93151372717654 1.3378617043922947 103.93242761921088,49,40,C,BEDOK RESERVOIR ROAD,5,"10/15/2022, 06:55:38"
103001011,1.3378617043922947 103.93242761921088 1.3379520601149266 103.93151372717654,39,30,C,BEDOK RESERVOIR ROAD,4,"10/15/2022, 06:55:38"
103001014,1.3041716079250012 103.86070305839088 1.3033318543866834 103.8612214025896,29,20,C,JALAN SULTAN,3,"10/15/2022, 06:55:38"
103001015,1.3033318543866834 103.8612214025896 1.3041716079250012 103.86070305839088,29,20,C,JALAN SULTAN,3,"10/15/2022, 06:55:38"
103001018,1.349455495087144 103.84747160828421 1.3508288520103235 103.84777910458106,49,40,C,BISHAN ROAD,5,"10/15/2022, 06:55:38"
103001019,1.3508288520103235 103.84777910458106 1.349455495087144 103.84747160828421,49,40,C,BISHAN ROAD,5,"10/15/2022, 06:55:38"
103001022,1.3488913352141585 103.84734529408348 1.349455495087144 103.84747160828421,49,40,C,BISHAN ROAD,5,"10/15/2022, 06:55:38"
103001023,1.349455495087144 103.84747160828421 1.3488913352141585 103.84734529408348,39,30,C,BISHAN ROAD,4,"10/15/2022, 06:55:38"
103001034,1.3472543044108394 103.71041686476453 1.3458977909039784 103.70976275448838,29,20,C,BOON LAY AVENUE,3,"10/15/2022, 06:55:38"
103001035,1.3458977909039784 103.70976275448838 1.3472543044108394 103.71041686476453,29,20,C,BOON LAY AVENUE,3,"10/15/2022, 06:55:38"
103001038,1.3458977909039784 103.70976275448838 1.3455495249467528 103.70930947581078,29,20,C,BOON LAY AVENUE,3,"10/15/2022, 06:55:38"
103001039,1.3455495249467528 103.70930947581078 1.3458977909039784 103.70976275448838,29,20,C,BOON LAY AVENUE,3,"10/15/2022, 06:55:38"
103001042,1.3440545475479635 103.70714324306503 1.344343928501278 103.7075515692584,29,20,C,BOON LAY AVENUE,3,"10/15/2022, 06:55:38"
103001043,1.344343928501278 103.7075515692584 1.3440545475479635 103.70714324306503,29,20,C,BOON LAY AVENUE,3,"10/15/2022, 06:55:38"
103001044,1.31886026171601 103.84792388137056 1.319450709571759 103.84838600107199,49,40,F,MOULMEIN ROAD,5,"10/15/2022, 06:55:38"
103001048,1.3190500932755969 103.85122896251939 1.3189656799602085 103.85242780063555,39,30,F,MOULMEIN ROAD,4,"10/15/2022, 06:55:38"
103001054,1.313358012769702 103.85249622747389 1.313597881369882 103.85314368834017,49,40,E,WORCESTER ROAD,5,"10/15/2022, 06:55:38"
103001055,1.313597881369882 103.85314368834017 1.313358012769702 103.85249622747389,49,40,E,WORCESTER ROAD,5,"10/15/2022, 06:55:38"
103001058,1.3099261678549536 103.84267399691635 1.3101593752468101 103.84297256751098,19,10,E,WINSTEDT DRIVE,2,"10/15/2022, 06:55:38"
103001059,1.3101593752468101 103.84297256751098 1.3099261678549536 103.84267399691635,19,10,E,WINSTEDT DRIVE,2,"10/15/2022, 06:55:38"
103001066,1.3099035483864083 103.83141667541084 1.3101476274410442 103.83149312374148,39,30,D,DRAYCOTT PARK,4,"10/15/2022, 06:55:38"
103001067,1.3101476274410442 103.83149312374148 1.3099035483864083 103.83141667541084,39,30,D,DRAYCOTT PARK,4,"10/15/2022, 06:55:38"
103001070,1.3099035483864083 103.83141667541084 1.3101156398782912 103.83126111851554,29,20,D,DRAYCOTT PARK,3,"10/15/2022, 06:55:38"
103001071,1.3101156398782912 103.83126111851554 1.3099035483864083 103.83141667541084,39,30,D,DRAYCOTT PARK,4,"10/15/2022, 06:55:38"
103001074,1.31058157265364 103.82052243609898 1.3098953706522087 103.8210801506698,39,30,D,NASSIM ROAD,4,"10/15/2022, 06:55:38"
103001075,1.3098953706522087 103.8210801506698 1.31058157265364 103.82052243609898,69,60,D,NASSIM ROAD,7,"10/15/2022, 06:55:38"
103001076,1.310822121421863 103.83333771825176 1.3098922536055888 103.83345390955975,39,30,C,STEVENS ROAD,4,"10/15/2022, 06:55:38"
103001082,1.3077282875177416 103.85955238978066 1.3072420606194894 103.85909560812084,19,10,D,KING GEORGES AVENUE,2,"10/15/2022, 06:55:38"
103001083,1.3072420606194894 103.85909560812084 1.3077282875177416 103.85955238978066,19,10,D,KING GEORGES AVENUE,2,"10/15/2022, 06:55:38"
103001086,1.3072420606194894 103.85909560812084 1.3078794361010724 103.85846810483393,19,10,E,MAUDE ROAD,2,"10/15/2022, 06:55:38"
103001087,1.3078794361010724 103.85846810483393 1.3072420606194894 103.85909560812084,19,10,E,MAUDE ROAD,2,"10/15/2022, 06:55:38"
103001088,1.3071850894685886 103.8501717998829 1.307272894948953 103.85006617620294,999,70,E,BUFFALO ROAD,8,"10/15/2022, 06:55:38"
103001094,1.3071188143532448 103.81885660049718 1.3079617809120705 103.81871264830949,19,10,D,CLUNY ROAD,2,"10/15/2022, 06:55:38"
103001095,1.3079617809120705 103.81871264830949 1.3071188143532448 103.81885660049718,39,30,D,CLUNY ROAD,4,"10/15/2022, 06:55:38"
103001098,1.307170122823936 103.83645862549653 1.3073852522841434 103.8370603471685,49,40,C,CAIRNHILL ROAD,5,"10/15/2022, 06:55:38"
103001099,1.3073852522841434 103.8370603471685 1.307170122823936 103.83645862549653,39,30,C,CAIRNHILL ROAD,4,"10/15/2022, 06:55:38"
103001100,1.3185545940225802 103.84476840899393 1.3181085280127 103.84414294327067,29,20,F,MOULMEIN ROAD,3,"10/15/2022, 06:55:38"
103001106,1.309299949684641 103.85222615590367 1.3100042924352346 103.85269430495329,999,70,E,CHANDER ROAD,8,"10/15/2022, 06:55:38"
103001107,1.3100042924352346 103.85269430495329 1.309299949684641 103.85222615590367,69,60,E,CHANDER ROAD,7,"10/15/2022, 06:55:38"
103001110,1.309384725200985 103.8617179711374 1.3092891871958876 103.86179915389253,39,30,E,HORNE ROAD,4,"10/15/2022, 06:55:38"
103001111,1.3092891871958876 103.86179915389253 1.309384725200985 103.8617179711374,29,20,E,HORNE ROAD,3,"10/15/2022, 06:55:38"
103001114,1.3105239615560678 103.85656144683719 1.3092864620940106 103.85782331164867,29,20,D,KITCHENER ROAD,3,"10/15/2022, 06:55:38"
103001115,1.3092864620940106 103.85782331164867 1.3105239615560678 103.85656144683719,29,20,D,KITCHENER ROAD,3,"10/15/2022, 06:55:38"
103001116,1.3065538078292014 103.88324038023666 1.305298120233709 103.8830242190826,39,30,F,OLD AIRPORT ROAD,4,"10/15/2022, 06:55:38"
103001120,1.3059928888694998 103.85425391832095 1.305277654723263 103.85522047922288,39,30,D,UPPER WELD ROAD,4,"10/15/2022, 06:55:38"
103001124,1.3052748735326998 103.82352616140828 1.3055888686305448 103.82343904606199,39,30,F,TANGLIN ROAD,4,"10/15/2022, 06:55:38"
103001128,1.3053978073470158 103.82220600682551 1.3052748735326998 103.82352616140828,39,30,F,NAPIER ROAD,4,"10/15/2022, 06:55:38"
103001134,1.3508288520103235 103.84777910458106 1.3522028690601513 103.84808674500522,49,40,C,BISHAN ROAD,5,"10/15/2022, 06:55:38"
103001135,1.3522028690601513 103.84808674500522 1.3508288520103235 103.84777910458106,49,40,C,BISHAN ROAD,5,"10/15/2022, 06:55:38"
103001138,1.3121234483919337 103.86683186105031 1.3114124898343449 103.86824892611672,29,20,D,KALLANG AVENUE,3,"10/15/2022, 06:55:38"
103001139,1.3114124898343449 103.86824892611672 1.3121234483919337 103.86683186105031,69,60,D,KALLANG AVENUE,7,"10/15/2022, 06:55:38"
103001142,1.3114124898343449 103.86824892611672 1.3104938696843227 103.86714226096593,29,20,D,KALLANG AVENUE,3,"10/15/2022, 06:55:38"
103001143,1.3104938696843227 103.86714226096593 1.3114124898343449 103.86824892611672,19,10,D,KALLANG AVENUE,2,"10/15/2022, 06:55:38"
103001146,1.3570406703029732 103.85029407367034 1.3580342639922915 103.85088952430387,19,10,C,BISHAN ROAD,2,"10/15/2022, 06:55:38"
103001147,1.3580342639922915 103.85088952430387 1.3570406703029732 103.85029407367034,39,30,C,BISHAN ROAD,4,"10/15/2022, 06:55:38"
103001150,1.3580342639922915 103.85088952430387 1.3590278665630788 103.8514849754271,19,10,C,BISHAN ROAD,2,"10/15/2022, 06:55:38"
103001151,1.3590278665630788 103.8514849754271 1.3580342639922915 103.85088952430387,39,30,C,BISHAN ROAD,4,"10/15/2022, 06:55:38"
103001154,1.3378617043922947 103.93242761921088 1.3378966589737933 103.93262667800124,49,40,C,BEDOK RESERVOIR ROAD,5,"10/15/2022, 06:55:38"
103001155,1.3378966589737933 103.93262667800124 1.3378617043922947 103.93242761921088,39,30,C,BEDOK RESERVOIR ROAD,4,"10/15/2022, 06:55:38"
103001158,1.3231419719897588 103.92735082418997 1.3227290456435956 103.927430968462,39,30,C,BEDOK SOUTH ROAD,4,"10/15/2022, 06:55:38"
103001159,1.3227290456435956 103.927430968462 1.3231419719897588 103.92735082418997,39,30,C,BEDOK SOUTH ROAD,4,"10/15/2022, 06:55:38"
103001162,1.3590278665630788 103.8514849754271 1.3594359952743287 103.85172955927906,19,10,C,BISHAN ROAD,2,"10/15/2022, 06:55:38"
103001163,1.3594359952743287 103.85172955927906 1.3590278665630788 103.8514849754271,39,30,C,BISHAN ROAD,4,"10/15/2022, 06:55:38"
103001166,1.3594359952743287 103.85172955927906 1.359624970370861 103.85184280704898,19,10,C,BISHAN ROAD,2,"10/15/2022, 06:55:38"
103001167,1.359624970370861 103.85184280704898 1.3594359952743287 103.85172955927906,39,30,C,BISHAN ROAD,4,"10/15/2022, 06:55:38"
103001170,1.3184325030791815 103.92983778059923 1.3184072069631432 103.93009678674385,39,30,C,BEDOK SOUTH ROAD,4,"10/15/2022, 06:55:38"
103001171,1.3184072069631432 103.93009678674385 1.3184325030791815 103.92983778059923,39,30,C,BEDOK SOUTH ROAD,4,"10/15/2022, 06:55:38"
103001174,1.3481248602480003 103.84716987236547 1.3467011842705927 103.84688060830581,49,40,C,BISHAN ROAD,5,"10/15/2022, 06:55:38"
103001175,1.3467011842705927 103.84688060830581 1.3481248602480003 103.84716987236547,39,30,C,BISHAN ROAD,4,"10/15/2022, 06:55:38"
103001178,1.3033040994320206 103.88806880482987 1.3024467879891048 103.88812157587378,49,40,E,LYNDHURST ROAD,5,"10/15/2022, 06:55:38"
103001179,1.3024467879891048 103.88812157587378 1.3033040994320206 103.88806880482987,29,20,E,LYNDHURST ROAD,3,"10/15/2022, 06:55:38"
103001180,1.3026957990927432 103.82405852392625 1.302429931449246 103.82340946928127,39,30,C,ORCHARD BOULEVARD,4,"10/15/2022, 06:55:38"
103001186,1.302429931449246 103.82340946928127 1.303054784356424 103.82344916460241,39,30,C,GRANGE ROAD,4,"10/15/2022, 06:55:38"
103001187,1.303054784356424 103.82344916460241 1.302429931449246 103.82340946928127,49,40,C,GRANGE ROAD,5,"10/15/2022, 06:55:38"
103001188,1.303163123791825 103.8580933193693 1.3024251106240274 103.85872812577652,39,30,E,JALAN PINANG,4,"10/15/2022, 06:55:38"
103001194,1.3023244753572962 103.81556923519429 1.303289677502834 103.8156809896024,29,20,E,TANGLIN HILL,3,"10/15/2022, 06:55:38"
103001195,1.303289677502834 103.8156809896024 1.3023244753572962 103.81556923519429,19,10,E,TANGLIN HILL,2,"10/15/2022, 06:55:38"
103001198,1.3023118710455295 103.85316975650862 1.3029486225222129 103.85235039535674,29,20,D,ALBERT STREET,3,"10/15/2022, 06:55:38"
103001199,1.3029486225222129 103.85235039535674 1.3023118710455295 103.85316975650862,29,20,D,ALBERT STREET,3,"10/15/2022, 06:55:38"
103001200,1.2891926275810617 103.85120581188629 1.2893271856836854 103.85153421166655,39,30,F,PARLIAMENT PLACE,4,"10/15/2022, 06:55:38"
103001206,1.3162715531513092 103.85325411434806 1.3165492139574482 103.85401877433466,39,30,E,RANGOON LANE,4,"10/15/2022, 06:55:38"
103001207,1.3165492139574482 103.85401877433466 1.3162715531513092 103.85325411434806,39,30,E,RANGOON LANE,4,"10/15/2022, 06:55:38"
103001210,1.309788142655336 103.83177866474172 1.309632040452508 103.8321281642356,39,30,D,DRAYCOTT DRIVE,4,"10/15/2022, 06:55:38"
103001211,1.309632040452508 103.8321281642356 1.309788142655336 103.83177866474172,999,70,D,DRAYCOTT DRIVE,8,"10/15/2022, 06:55:38"
103001212,1.309788142655336 103.83177866474172 1.3096279339357806 103.83110989321554,999,70,F,DRAYCOTT DRIVE,8,"10/15/2022, 06:55:38"
103001218,1.3096279339357806 103.83110989321554 1.309694857000047 103.83119447352243,49,40,D,DRAYCOTT DRIVE,5,"10/15/2022, 06:55:38"
103001219,1.309694857000047 103.83119447352243 1.3096279339357806 103.83110989321554,49,40,D,DRAYCOTT DRIVE,5,"10/15/2022, 06:55:38"
103001226,1.3099051585628567 103.86554520014256 1.309253800591554 103.86611733337693,39,30,D,PADANG JERINGAU,4,"10/15/2022, 06:55:38"
103001227,1.309253800591554 103.86611733337693 1.3099051585628567 103.86554520014256,29,20,D,PADANG JERINGAU,3,"10/15/2022, 06:55:38"
103001230,1.309221657875194 103.88033745809436 1.3093222221148553 103.88087126937101,999,70,E,GUILLEMARD CRESCENT,8,"10/15/2022, 06:55:38"
